,eq,support,num_points,bases
121,(x_1**4 - cos(x_2))/x_3,"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
122,sin(x_1)**2*cos(x_1)**4,"{'x_1': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0]"
123,1/tan(x_1**2),"{'x_1': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
124,-x_2**2*cos(x_1),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
125,tan(x_1)/(x_1*x_2*(x_3 - 1)),"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
126,x_1*tan(2*x_1)**2,"{'x_1': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
127,-x_1**2*(x_1 - x_2)**3,"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
128,x_1*x_2**2*(x_1 + x_2),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
129,x_2*(x_1 - x_2)/cos(x_2),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
130,x_1**12/x_2**6,"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
131,sqrt(x_1)*x_2/x_3**2,"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
132,log(x_1**3),"{'x_1': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
133,cos(x_1**4),"{'x_1': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
134,x_2**2*cos(x_1),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
135,x_1*(x_1*x_2**4 - x_3),"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
136,x_1*x_2 - x_3**3,"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
137,x_2*(x_1 - x_2 + 1),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
138,x_1*x_2*exp(x_2),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
139,x_1*(x_1*(x_1 - exp(x_1)) - 1),"{'x_1': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
140,sqrt(x_3)*(x_1 - x_2),"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
141,(2*x_1 - x_2)/tan(x_3),"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
142,x_1**3*tan(x_2),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
143,x_1**2/x_2**6 + x_2,"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
144,x_1*(cos(x_1) - 1),"{'x_1': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
145,x_1**2/(x_2*x_3),"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
146,x_2*sqrt(x_1*x_2),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
147,-x_1**2*x_2**2 + x_1 - x_2 - x_3,"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
148,-x_1/(x_1*tan(x_1) - x_2),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
149,x_1*x_2**2*(1 - x_1),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
150,x_2**2*exp(x_1*tan(x_1)),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]"
151,x_1*x_2/x_3 - x_3,"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
152,x_1*(-x_1 + log(x_1))/x_2,"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
153,x_1*(x_2 + cos(x_1)**2) - x_2,"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
154,tan(x_3*(x_1 - x_2)*(x_3 + 1)),"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
155,tan(cos(x_1**2 - x_2)),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0]"
156,tan(x_1 + x_1/x_2 - x_2 - x_3),"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
157,x_1**2*x_2**3,"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
158,x_1*(x_1 + x_2)/x_2**2,"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
159,x_1 + x_2*(x_1 - sqrt(x_2)*x_3),"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
160,x_1**5*x_2 + x_1,"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
161,sqrt(sin(x_1*x_2)),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
162,x_1**2*(x_2 - 1)**2,"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
163,x_1 - x_2,"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
164,x_1 + cos(x_1)**2,"{'x_1': {'max': 10, 'min': -10}}",500,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
165,x_1**4*x_2**4,"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
166,sqrt(x_2)*Abs(x_1),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
167,x_1**3*tan(x_1),"{'x_1': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
168,(x_1 - x_2)**8/x_2**8,"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
169,x_2**2*cos(x_1),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
170,x_1**2*x_3*(-x_2 + x_3)/x_2,"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
171,x_1**6,"{'x_1': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
172,x_1*(-x_1 + x_2 - exp(x_3)),"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
173,cos(cos(tan(x_1))),"{'x_1': {'max': 10, 'min': -10}}",500,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
174,x_1**(-5),"{'x_1': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
175,log(x_1)/x_1**2,"{'x_1': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
176,x_1**5/x_2,"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
177,x_1*(-x_1*x_2 + 1),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
178,x_1/x_2**3,"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
179,(x_1 - x_2)/x_2**2,"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
180,x_1 - x_2**12,"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
181,x_1*(x_1*x_2*tan(x_1) + 1),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
182,sqrt(cos(x_1 + x_2))/sin(x_2),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
183,x_1*cos(x_1) - 1/x_1,"{'x_1': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
184,x_1*x_2*(-x_1 + x_2),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
185,-exp(x_1)*tan(x_2) + sin(x_1),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]"
186,sin(x_1*log(x_1)),"{'x_1': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
187,x_2*(x_1**2*x_3 - 1),"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
188,(x_1**2 - 1)**2/x_1**2,"{'x_1': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
189,x_1**2*exp(x_2**2)/x_3,"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
190,x_1**5*x_2,"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
191,x_1**3 - x_1,"{'x_1': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
192,x_2*x_3*cos(tan(cos(x_1))),"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
193,x_1*x_2**2*(x_1**2*x_2 - 1),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
194,exp(x_1**4 + x_2),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
195,x_1*x_2*sin(x_3),"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
196,x_1*(x_2 - x_3*log(x_2)),"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
197,x_1*x_2**2*x_3**2,"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
198,sin(2*x_1/cos(x_2)),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
199,x_1**2*x_3**3/x_2**2,"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
200,x_1 - x_2 + 1/x_1,"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
201,x_1/(x_2*(x_3 - cos(x_3))),"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
202,x_1**2*sin(x_1**2),"{'x_1': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
203,sin(x_1*(x_1 + x_2)),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
204,x_1**2*x_2**2,"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
205,x_1**4 - sin(x_2),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
206,x_2*sqrt(x_3)*sin(x_1*x_2),"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
207,sqrt(x_1)/x_2**2,"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
208,sqrt(x_1)*(x_1 + 1),"{'x_1': {'max': 10, 'min': -10}}",500,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
209,-x_1*x_2 + x_1*x_3/x_2 - x_3,"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
210,x_1/x_2**3,"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
211,cos(x_1)**4,"{'x_1': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
212,-x_1**3 + x_1,"{'x_1': {'max': 10, 'min': -10}}",500,"[1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
213,x_1**4*x_2**2,"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
214,-x_1**2*sin(x_2),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
215,x_1**2 - (x_2 + 1)**2,"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
216,x_1*x_2*(x_1 + x_2),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
217,x_1**5*tan(x_1)**8,"{'x_1': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
218,x_1*x_2 - x_3**2,"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
219,x_1**2*cos(x_1)**2,"{'x_1': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
220,x_1**12 - x_2,"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
221,sin(x_1/x_2 - x_3),"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
222,x_1 - x_2**2 - x_2,"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
223,exp(x_1**2),"{'x_1': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
224,exp(x_2*tan(x_1)),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
225,x_1**6,"{'x_1': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
226,x_1**2*(x_1 + x_2)**2/x_3**2,"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
227,x_1 + x_1/(x_2*(x_1 - cos(x_3))),"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
228,x_1*sin(x_1**2),"{'x_1': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
229,x_1/(x_2*(x_1 - x_2)),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
230,x_1**2*(x_2 - x_3)**2,"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
231,x_1/cos(sin(x_2**3)),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0]"
232,x_1**2/(x_2*(x_1 - x_2)),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
233,x_1*(x_1 - 1)/cos(x_2),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
234,x_1*tan(x_1) - x_2 - sin(x_3),"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
235,x_1 + x_1*exp(-x_2),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
236,x_1/(x_2*(x_2 + x_3)),"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
237,x_1/sqrt(x_1*x_2),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
238,x_1/x_2 + x_3**3,"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
239,x_2**2*(x_1 + x_2),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
240,-x_1 + x_1/sqrt(x_2) - x_3,"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
241,cos(x_1)/sqrt(x_2*tan(x_1)),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
242,x_3*sin(x_1**2)/(x_1*x_2),"{'x_1': {'max': 10, 'min': -10}, 'x_3': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
243,tan(exp(2*x_1))**2,"{'x_1': {'max': 10, 'min': -10}}",500,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]"
244,sin(x_1 - tan(x_2)),"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
245,x_1**2/x_2**2 + x_1,"{'x_1': {'max': 10, 'min': -10}, 'x_2': {'max': 10, 'min': -10}}",500,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
